id,gender,age,province,product,Q1,Q2,Q3,Q4,Q5
1510,Male,18-24,BC,Bass-O-Matic,Very satisfied,Neither satisfied nor dissatisfied,Disagree,Extremely helpful,5
1511,Female,25-34,BC,Happy Fun Ball,Somewhat dissatisfied,Somewhat dissatisfied,Strongly agree,Somewhat helpful,9
1512,Female,25-34,ON,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Agree,Somewhat helpful,1
1513,Male,25-34,QC,Bass-O-Matic,Very dissatisfied,Somewhat dissatisfied,Disagree,Not so helpful,3
1514,Female,18-24,AB,Bass-O-Matic,Very satisfied,Very satisfied,Strongly disagree,Not at all helpful,4
1515,Female,65+,ON,Bass-O-Matic,Very satisfied,Neither satisfied nor dissatisfied,Agree,Somewhat helpful,5
1516,Female,25-34,QC,Bass-O-Matic,Very dissatisfied,Very dissatisfied,Strongly disagree,Not so helpful,3
1517,Female,55-64,AB,Little Chocolate Donuts,Somewhat dissatisfied,Very satisfied,Neither agree nor disagree,Extremely helpful,2
1518,Female,18-24,ON,Little Chocolate Donuts,Very satisfied,Very satisfied,Strongly disagree,Very helpful,5
1519,Female,35-54,ON,Happy Fun Ball,Very satisfied,Somewhat dissatisfied,Agree,Not at all helpful,8
1520,Male,35-54,ON,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Strongly agree,Extremely helpful,7
1521,Female,35-54,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Strongly disagree,Somewhat helpful,9
1522,Male,25-34,ON,Little Chocolate Donuts,Somewhat dissatisfied,Very satisfied,Neither agree nor disagree,Not so helpful,5
1523,Female,35-54,QC,Bass-O-Matic,Somewhat satisfied,Somewhat dissatisfied,Neither agree nor disagree,Somewhat helpful,3
1524,Male,25-34,AB,Bass-O-Matic,Somewhat dissatisfied,Very dissatisfied,Neither agree nor disagree,Extremely helpful,3
1525,Male,65+,BC,Bag of Glass,Somewhat satisfied,Somewhat dissatisfied,Neither agree nor disagree,Not so helpful,7
1526,Female,18-24,ON,Bag of Glass,Neither satisfied nor dissatisfied,Somewhat satisfied,Agree,Very helpful,6
1527,Female,35-54,BC,Bass-O-Matic,Very satisfied,Somewhat satisfied,Disagree,Not at all helpful,1
1528,Female,25-34,ON,Bass-O-Matic,Somewhat satisfied,Somewhat dissatisfied,Disagree,Somewhat helpful,7
1529,Male,35-54,ON,Happy Fun Ball,Neither satisfied nor dissatisfied,Very dissatisfied,Strongly agree,Somewhat helpful,10
1530,Female,25-34,QC,Bass-O-Matic,Very satisfied,Somewhat satisfied,Agree,Not at all helpful,3
1531,Male,65+,QC,Little Chocolate Donuts,Very dissatisfied,Somewhat satisfied,Disagree,Not so helpful,8
1532,Female,18-24,BC,Happy Fun Ball,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Strongly agree,Extremely helpful,8
1533,Female,35-54,ON,Bass-O-Matic,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Not so helpful,10
1534,Male,25-34,QC,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Agree,Somewhat helpful,8
1535,Female,18-24,ON,Happy Fun Ball,Very satisfied,Neither satisfied nor dissatisfied,Strongly disagree,Not so helpful,10
1536,Female,35-54,AB,Bass-O-Matic,Somewhat dissatisfied,Very satisfied,Agree,Extremely helpful,3
1537,Female,55-64,ON,Happy Fun Ball,Very satisfied,Very satisfied,Strongly disagree,Somewhat helpful,6
1538,Male,25-34,ON,Bag of Glass,Very satisfied,Very dissatisfied,Neither agree nor disagree,Very helpful,10
1539,Female,65+,ON,Bag of Glass,Somewhat dissatisfied,Somewhat dissatisfied,Strongly disagree,Somewhat helpful,5
1540,Male,65+,AB,Bass-O-Matic,Very dissatisfied,Very dissatisfied,Strongly agree,Very helpful,9
1541,Female,35-54,AB,Bag of Glass,Very dissatisfied,Somewhat dissatisfied,Strongly disagree,Extremely helpful,3
1542,Female,55-64,QC,Bass-O-Matic,Somewhat satisfied,Somewhat dissatisfied,Neither agree nor disagree,Extremely helpful,5
1543,Male,35-54,QC,Bass-O-Matic,Somewhat satisfied,Somewhat dissatisfied,Strongly agree,Somewhat helpful,3
1544,Male,65+,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Disagree,Not at all helpful,3
1545,Female,18-24,QC,Happy Fun Ball,Very satisfied,Somewhat satisfied,Agree,Extremely helpful,7
1546,Male,65+,AB,Little Chocolate Donuts,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Strongly disagree,Not so helpful,1
1547,Female,18-24,BC,Bag of Glass,Somewhat satisfied,Very satisfied,Disagree,Not so helpful,9
1548,Female,65+,ON,Bass-O-Matic,Very satisfied,Somewhat satisfied,Neither agree nor disagree,Very helpful,10
1549,Female,25-34,QC,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Disagree,Not so helpful,9
1550,Female,35-54,ON,Bass-O-Matic,Very satisfied,Very satisfied,Neither agree nor disagree,Extremely helpful,0
1551,Female,35-54,ON,Happy Fun Ball,Somewhat dissatisfied,Very satisfied,Strongly agree,Not at all helpful,4
1552,Male,18-24,ON,Bass-O-Matic,Very satisfied,Somewhat satisfied,Strongly agree,Not so helpful,8
1553,Male,35-54,QC,Happy Fun Ball,Very satisfied,Very dissatisfied,Strongly disagree,Extremely helpful,10
1554,Male,35-54,BC,Happy Fun Ball,Very satisfied,Neither satisfied nor dissatisfied,Strongly agree,Somewhat helpful,4
1555,Male,55-64,ON,Little Chocolate Donuts,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Somewhat helpful,3
1556,Male,25-34,BC,Bass-O-Matic,Very dissatisfied,Somewhat satisfied,Strongly disagree,Not at all helpful,10
1557,Male,25-34,ON,Bass-O-Matic,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Agree,Not at all helpful,9
1558,Female,35-54,BC,Bass-O-Matic,Somewhat dissatisfied,Somewhat dissatisfied,Strongly disagree,Not at all helpful,3
1559,Female,35-54,AB,Bass-O-Matic,Somewhat dissatisfied,Very satisfied,Agree,Very helpful,6
1560,Male,25-34,ON,Bass-O-Matic,Very satisfied,Somewhat satisfied,Agree,Not at all helpful,8
1561,Female,65+,AB,Bass-O-Matic,Very satisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Somewhat helpful,5
1562,Male,18-24,QC,Bag of Glass,Very satisfied,Very dissatisfied,Disagree,Not at all helpful,5
1563,Female,25-34,AB,Happy Fun Ball,Very satisfied,Neither satisfied nor dissatisfied,Strongly disagree,Not so helpful,9
1564,Male,25-34,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Strongly agree,Somewhat helpful,7
1565,Female,65+,AB,Little Chocolate Donuts,Somewhat satisfied,Somewhat satisfied,Neither agree nor disagree,Extremely helpful,1
1566,Female,25-34,ON,Bag of Glass,Very satisfied,Very satisfied,Agree,Somewhat helpful,1
1567,Female,25-34,BC,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Neither agree nor disagree,Very helpful,7
1568,Female,35-54,QC,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Very dissatisfied,Strongly disagree,Extremely helpful,3
1569,Female,55-64,BC,Happy Fun Ball,Neither satisfied nor dissatisfied,Somewhat satisfied,Neither agree nor disagree,Extremely helpful,4
1570,Male,55-64,QC,Little Chocolate Donuts,Very satisfied,Very dissatisfied,Disagree,Extremely helpful,0
1571,Female,35-54,QC,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Strongly disagree,Not at all helpful,3
1572,Male,18-24,AB,Happy Fun Ball,Very satisfied,Somewhat satisfied,Disagree,Very helpful,5
1573,Male,65+,ON,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Disagree,Somewhat helpful,7
1574,Male,55-64,QC,Bass-O-Matic,Very dissatisfied,Somewhat dissatisfied,Neither agree nor disagree,Not so helpful,8
1575,Male,55-64,ON,Bass-O-Matic,Very satisfied,Very satisfied,Strongly disagree,Not so helpful,5
1576,Male,25-34,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Extremely helpful,2
1577,Female,35-54,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Strongly disagree,Not at all helpful,3
1578,Male,55-64,QC,Bass-O-Matic,Somewhat satisfied,Very satisfied,Disagree,Somewhat helpful,4
1579,Male,25-34,QC,Bag of Glass,Very satisfied,Very dissatisfied,Disagree,Extremely helpful,7
1580,Female,35-54,BC,Bass-O-Matic,Somewhat satisfied,Somewhat dissatisfied,Neither agree nor disagree,Somewhat helpful,8
1581,Female,25-34,ON,Happy Fun Ball,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Strongly disagree,Not at all helpful,6
1582,Male,65+,BC,Happy Fun Ball,Somewhat satisfied,Neither satisfied nor dissatisfied,Strongly agree,Not at all helpful,4
1583,Male,55-64,QC,Bass-O-Matic,Very satisfied,Neither satisfied nor dissatisfied,Disagree,Very helpful,9
1584,Male,35-54,ON,Bass-O-Matic,Very satisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Not at all helpful,0
1585,Female,18-24,BC,Bag of Glass,Somewhat satisfied,Neither satisfied nor dissatisfied,Agree,Somewhat helpful,9
1586,Female,25-34,BC,Bass-O-Matic,Somewhat dissatisfied,Very dissatisfied,Strongly agree,Somewhat helpful,3
1587,Female,65+,QC,Bass-O-Matic,Somewhat dissatisfied,Very dissatisfied,Strongly agree,Somewhat helpful,1
1588,Female,25-34,QC,Bass-O-Matic,Somewhat dissatisfied,Somewhat dissatisfied,Strongly disagree,Extremely helpful,3
1589,Female,35-54,QC,Little Chocolate Donuts,Somewhat dissatisfied,Somewhat dissatisfied,Strongly disagree,Not at all helpful,7
1590,Male,25-34,ON,Bag of Glass,Somewhat satisfied,Very dissatisfied,Strongly disagree,Not at all helpful,8
1591,Male,55-64,QC,Bass-O-Matic,Very satisfied,Neither satisfied nor dissatisfied,Strongly disagree,Not at all helpful,2
1592,Male,65+,QC,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Agree,Not so helpful,10
1593,Male,65+,QC,Happy Fun Ball,Neither satisfied nor dissatisfied,Very satisfied,Strongly disagree,Not at all helpful,5
1594,Female,65+,BC,Bag of Glass,Very dissatisfied,Somewhat satisfied,Strongly agree,Very helpful,1
1595,Female,35-54,BC,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Agree,Very helpful,5
1596,Female,65+,ON,Bass-O-Matic,Somewhat dissatisfied,Very dissatisfied,Disagree,Extremely helpful,9
1597,Male,65+,AB,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Strongly disagree,Very helpful,2
1598,Male,55-64,QC,Happy Fun Ball,Somewhat satisfied,Somewhat satisfied,Agree,Not at all helpful,9
1599,Male,35-54,QC,Happy Fun Ball,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Strongly disagree,Somewhat helpful,1
1600,Female,18-24,QC,Happy Fun Ball,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Not so helpful,4
1601,Male,25-34,ON,Bass-O-Matic,Very satisfied,Somewhat dissatisfied,Neither agree nor disagree,Extremely helpful,6
1602,Female,25-34,AB,Bag of Glass,Neither satisfied nor dissatisfied,Somewhat satisfied,Neither agree nor disagree,Extremely helpful,9
1603,Male,35-54,AB,Bass-O-Matic,Somewhat dissatisfied,Somewhat dissatisfied,Disagree,Not so helpful,2
1604,Male,65+,AB,Bass-O-Matic,Very dissatisfied,Very dissatisfied,Neither agree nor disagree,Not so helpful,0
1605,Male,35-54,QC,Bass-O-Matic,Very dissatisfied,Somewhat satisfied,Disagree,Extremely helpful,0
1606,Male,65+,BC,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Disagree,Very helpful,9
1607,Male,35-54,ON,Bass-O-Matic,Very satisfied,Very satisfied,Neither agree nor disagree,Extremely helpful,3
1608,Male,25-34,AB,Bag of Glass,Very satisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Very helpful,8
1609,Male,25-34,ON,Little Chocolate Donuts,Somewhat satisfied,Somewhat satisfied,Disagree,Extremely helpful,5
1610,Female,25-34,ON,Happy Fun Ball,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Neither agree nor disagree,Not at all helpful,2
1611,Male,65+,QC,Bass-O-Matic,Very satisfied,Very satisfied,Strongly disagree,Not so helpful,2
1612,Male,18-24,BC,Happy Fun Ball,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Agree,Not at all helpful,8
1613,Male,35-54,BC,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat satisfied,Agree,Not at all helpful,0
1614,Female,18-24,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Strongly disagree,Very helpful,10
1615,Male,35-54,QC,Bag of Glass,Somewhat dissatisfied,Very dissatisfied,Agree,Very helpful,3
1616,Female,25-34,QC,Happy Fun Ball,Very dissatisfied,Somewhat dissatisfied,Strongly agree,Not so helpful,4
1617,Female,25-34,AB,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Strongly disagree,Extremely helpful,10
1618,Female,35-54,BC,Happy Fun Ball,Neither satisfied nor dissatisfied,Very satisfied,Strongly agree,Somewhat helpful,7
1619,Female,18-24,QC,Little Chocolate Donuts,Somewhat satisfied,Very satisfied,Disagree,Somewhat helpful,1
1620,Male,35-54,QC,Little Chocolate Donuts,Somewhat dissatisfied,Somewhat dissatisfied,Strongly disagree,Not so helpful,9
1621,Male,18-24,BC,Bass-O-Matic,Very dissatisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Not so helpful,5
1622,Male,65+,AB,Bass-O-Matic,Very dissatisfied,Very dissatisfied,Agree,Not so helpful,9
1623,Female,35-54,ON,Bass-O-Matic,Very dissatisfied,Very satisfied,Strongly agree,Somewhat helpful,5
1624,Male,65+,QC,Happy Fun Ball,Very dissatisfied,Neither satisfied nor dissatisfied,Disagree,Extremely helpful,1
1625,Female,35-54,AB,Happy Fun Ball,Somewhat dissatisfied,Somewhat satisfied,Disagree,Not so helpful,3
1626,Male,55-64,QC,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Strongly agree,Somewhat helpful,2
1627,Male,35-54,AB,Bass-O-Matic,Neither satisfied nor dissatisfied,Very satisfied,Strongly disagree,Not at all helpful,10
1628,Female,55-64,QC,Bass-O-Matic,Somewhat dissatisfied,Somewhat dissatisfied,Strongly disagree,Not so helpful,3
1629,Female,35-54,AB,Happy Fun Ball,Somewhat dissatisfied,Very satisfied,Disagree,Very helpful,1
1630,Male,25-34,ON,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Strongly agree,Very helpful,0
1631,Female,25-34,AB,Happy Fun Ball,Very satisfied,Very dissatisfied,Disagree,Not so helpful,10
1632,Female,35-54,ON,Happy Fun Ball,Neither satisfied nor dissatisfied,Very satisfied,Agree,Very helpful,0
1633,Male,65+,BC,Happy Fun Ball,Somewhat satisfied,Somewhat dissatisfied,Disagree,Very helpful,8
1634,Male,65+,ON,Little Chocolate Donuts,Somewhat satisfied,Somewhat dissatisfied,Strongly agree,Somewhat helpful,0
1635,Male,55-64,AB,Happy Fun Ball,Somewhat satisfied,Neither satisfied nor dissatisfied,Disagree,Extremely helpful,8
1636,Female,65+,ON,Bass-O-Matic,Very dissatisfied,Neither satisfied nor dissatisfied,Disagree,Extremely helpful,3
1637,Male,55-64,ON,Little Chocolate Donuts,Very satisfied,Somewhat dissatisfied,Strongly disagree,Very helpful,1
1638,Male,18-24,ON,Happy Fun Ball,Very dissatisfied,Very dissatisfied,Disagree,Somewhat helpful,2
1639,Female,18-24,ON,Bass-O-Matic,Very satisfied,Neither satisfied nor dissatisfied,Agree,Not so helpful,3
1640,Female,65+,AB,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat satisfied,Strongly disagree,Not so helpful,0
1641,Female,25-34,AB,Bass-O-Matic,Somewhat satisfied,Somewhat dissatisfied,Agree,Somewhat helpful,7
1642,Male,55-64,AB,Happy Fun Ball,Somewhat dissatisfied,Somewhat satisfied,Strongly agree,Not at all helpful,0
1643,Male,18-24,QC,Bag of Glass,Neither satisfied nor dissatisfied,Very satisfied,Disagree,Very helpful,5
1644,Male,65+,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat satisfied,Strongly disagree,Extremely helpful,2
1645,Male,35-54,AB,Little Chocolate Donuts,Very satisfied,Somewhat satisfied,Neither agree nor disagree,Extremely helpful,6
1646,Female,25-34,ON,Bass-O-Matic,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Agree,Somewhat helpful,6
1647,Male,35-54,AB,Little Chocolate Donuts,Very satisfied,Very satisfied,Neither agree nor disagree,Not so helpful,9
1648,Female,25-34,QC,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Very dissatisfied,Agree,Very helpful,2
1649,Male,65+,QC,Happy Fun Ball,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Strongly disagree,Extremely helpful,3
1650,Male,35-54,ON,Bass-O-Matic,Somewhat dissatisfied,Somewhat dissatisfied,Disagree,Very helpful,3
1651,Male,35-54,ON,Bass-O-Matic,Very satisfied,Somewhat satisfied,Disagree,Somewhat helpful,7
1652,Male,35-54,ON,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Agree,Not so helpful,0
1653,Female,35-54,AB,Bass-O-Matic,Somewhat dissatisfied,Very satisfied,Agree,Not so helpful,4
1654,Male,18-24,BC,Happy Fun Ball,Very dissatisfied,Very dissatisfied,Disagree,Somewhat helpful,1
1655,Male,65+,AB,Bass-O-Matic,Very satisfied,Neither satisfied nor dissatisfied,Agree,Somewhat helpful,0
1656,Female,25-34,BC,Little Chocolate Donuts,Very satisfied,Somewhat dissatisfied,Strongly agree,Somewhat helpful,6
1657,Female,25-34,QC,Bass-O-Matic,Very dissatisfied,Somewhat dissatisfied,Strongly disagree,Extremely helpful,2
1658,Male,25-34,QC,Bag of Glass,Neither satisfied nor dissatisfied,Somewhat satisfied,Disagree,Extremely helpful,3
1659,Male,18-24,ON,Bass-O-Matic,Very dissatisfied,Very satisfied,Disagree,Somewhat helpful,6
1660,Male,65+,QC,Happy Fun Ball,Very dissatisfied,Neither satisfied nor dissatisfied,Strongly disagree,Not so helpful,4
1661,Male,18-24,BC,Bass-O-Matic,Very satisfied,Very satisfied,Strongly agree,Very helpful,6
1662,Female,55-64,AB,Bass-O-Matic,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Agree,Not at all helpful,4
1663,Male,35-54,BC,Bass-O-Matic,Somewhat dissatisfied,Very satisfied,Neither agree nor disagree,Extremely helpful,1
1664,Female,55-64,QC,Happy Fun Ball,Somewhat dissatisfied,Very satisfied,Agree,Somewhat helpful,0
1665,Male,35-54,ON,Bag of Glass,Very dissatisfied,Very dissatisfied,Disagree,Extremely helpful,9
1666,Male,65+,AB,Bass-O-Matic,Very dissatisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Not at all helpful,5
1667,Female,65+,AB,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Disagree,Not so helpful,4
1668,Female,65+,ON,Bass-O-Matic,Very dissatisfied,Somewhat satisfied,Neither agree nor disagree,Not so helpful,6
1669,Female,55-64,AB,Happy Fun Ball,Somewhat satisfied,Somewhat satisfied,Strongly agree,Extremely helpful,2
1670,Male,65+,ON,Little Chocolate Donuts,Very satisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Extremely helpful,0
1671,Male,55-64,ON,Bass-O-Matic,Very satisfied,Very dissatisfied,Agree,Not at all helpful,3
1672,Female,65+,ON,Bag of Glass,Very satisfied,Somewhat satisfied,Agree,Very helpful,10
1673,Female,65+,BC,Happy Fun Ball,Somewhat satisfied,Somewhat dissatisfied,Agree,Not so helpful,8
1674,Female,35-54,ON,Bass-O-Matic,Somewhat dissatisfied,Very dissatisfied,Disagree,Very helpful,10
1675,Male,65+,AB,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Very dissatisfied,Disagree,Not so helpful,9
1676,Female,35-54,ON,Bass-O-Matic,Very satisfied,Very dissatisfied,Strongly agree,Not so helpful,3
1677,Male,25-34,QC,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Strongly disagree,Somewhat helpful,5
1678,Female,65+,ON,Happy Fun Ball,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Strongly agree,Not so helpful,4
1679,Female,35-54,BC,Bag of Glass,Very dissatisfied,Somewhat satisfied,Disagree,Not so helpful,5
1680,Male,55-64,QC,Bag of Glass,Very satisfied,Somewhat dissatisfied,Strongly agree,Very helpful,10
1681,Female,55-64,BC,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Strongly agree,Somewhat helpful,5
1682,Male,35-54,BC,Little Chocolate Donuts,Very satisfied,Very dissatisfied,Strongly agree,Not so helpful,9
1683,Female,65+,QC,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Agree,Somewhat helpful,10
1684,Male,35-54,ON,Happy Fun Ball,Very dissatisfied,Somewhat satisfied,Disagree,Extremely helpful,3
1685,Male,65+,ON,Bass-O-Matic,Very dissatisfied,Neither satisfied nor dissatisfied,Strongly disagree,Not so helpful,10
1686,Female,65+,ON,Little Chocolate Donuts,Very dissatisfied,Somewhat dissatisfied,Strongly agree,Very helpful,2
1687,Female,65+,ON,Little Chocolate Donuts,Somewhat dissatisfied,Very satisfied,Disagree,Very helpful,10
1688,Female,25-34,ON,Little Chocolate Donuts,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Disagree,Not so helpful,9
1689,Male,18-24,QC,Bass-O-Matic,Very satisfied,Neither satisfied nor dissatisfied,Disagree,Extremely helpful,3
1690,Female,65+,QC,Happy Fun Ball,Very satisfied,Neither satisfied nor dissatisfied,Agree,Extremely helpful,0
1691,Female,25-34,BC,Bass-O-Matic,Very satisfied,Somewhat dissatisfied,Disagree,Extremely helpful,10
1692,Female,35-54,AB,Bass-O-Matic,Very dissatisfied,Neither satisfied nor dissatisfied,Agree,Extremely helpful,8
1693,Female,65+,QC,Bass-O-Matic,Very dissatisfied,Somewhat satisfied,Strongly agree,Not so helpful,8
1694,Female,35-54,ON,Happy Fun Ball,Somewhat satisfied,Somewhat satisfied,Agree,Not so helpful,3
1695,Male,18-24,ON,Little Chocolate Donuts,Somewhat satisfied,Very satisfied,Strongly agree,Very helpful,9
1696,Male,55-64,QC,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Disagree,Extremely helpful,8
1697,Male,18-24,BC,Bass-O-Matic,Somewhat satisfied,Somewhat dissatisfied,Strongly agree,Extremely helpful,1
1698,Male,35-54,AB,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Strongly disagree,Not so helpful,1
1699,Female,25-34,QC,Bass-O-Matic,Very dissatisfied,Neither satisfied nor dissatisfied,Agree,Not so helpful,4
1700,Male,18-24,BC,Happy Fun Ball,Very dissatisfied,Very satisfied,Strongly agree,Not so helpful,3
1701,Female,18-24,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat satisfied,Strongly agree,Not so helpful,3
1702,Female,35-54,BC,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Neither agree nor disagree,Not at all helpful,2
1703,Female,65+,QC,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Strongly agree,Not at all helpful,8
1704,Male,25-34,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Very satisfied,Agree,Not at all helpful,2
1705,Male,35-54,AB,Little Chocolate Donuts,Very satisfied,Somewhat satisfied,Strongly disagree,Somewhat helpful,0
1706,Female,65+,QC,Bag of Glass,Neither satisfied nor dissatisfied,Very satisfied,Neither agree nor disagree,Not so helpful,0
1707,Female,35-54,ON,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Strongly agree,Not at all helpful,3
1708,Male,35-54,AB,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Strongly agree,Not at all helpful,7
1709,Female,65+,QC,Bass-O-Matic,Very satisfied,Very dissatisfied,Strongly agree,Not so helpful,3
1710,Female,55-64,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Very dissatisfied,Agree,Not so helpful,3
1711,Female,55-64,QC,Bag of Glass,Very dissatisfied,Very dissatisfied,Disagree,Not so helpful,7
1712,Female,35-54,ON,Happy Fun Ball,Very dissatisfied,Somewhat satisfied,Strongly disagree,Extremely helpful,5
1713,Female,18-24,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat satisfied,Strongly agree,Not so helpful,1
1714,Male,18-24,ON,Bass-O-Matic,Somewhat dissatisfied,Very dissatisfied,Disagree,Somewhat helpful,9
1715,Male,25-34,ON,Happy Fun Ball,Neither satisfied nor dissatisfied,Very satisfied,Agree,Not at all helpful,1
1716,Female,55-64,ON,Little Chocolate Donuts,Very satisfied,Somewhat dissatisfied,Neither agree nor disagree,Not so helpful,6
1717,Male,65+,QC,Bass-O-Matic,Very satisfied,Very dissatisfied,Strongly disagree,Extremely helpful,9
1718,Male,18-24,BC,Happy Fun Ball,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Strongly agree,Somewhat helpful,4
1719,Female,35-54,BC,Bass-O-Matic,Very satisfied,Very satisfied,Strongly disagree,Extremely helpful,8
1720,Female,18-24,QC,Happy Fun Ball,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Disagree,Extremely helpful,8
1721,Male,25-34,BC,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Strongly agree,Not at all helpful,10
1722,Male,55-64,ON,Bass-O-Matic,Very dissatisfied,Very dissatisfied,Strongly disagree,Not at all helpful,3
1723,Male,25-34,BC,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Very dissatisfied,Neither agree nor disagree,Not so helpful,8
1724,Female,18-24,ON,Little Chocolate Donuts,Very dissatisfied,Neither satisfied nor dissatisfied,Strongly agree,Somewhat helpful,1
1725,Male,25-34,BC,Little Chocolate Donuts,Somewhat dissatisfied,Very dissatisfied,Strongly agree,Extremely helpful,1
1726,Male,65+,QC,Bass-O-Matic,Very satisfied,Very dissatisfied,Disagree,Extremely helpful,3
1727,Male,65+,ON,Bag of Glass,Very dissatisfied,Neither satisfied nor dissatisfied,Agree,Not so helpful,3
1728,Female,55-64,QC,Bass-O-Matic,Very dissatisfied,Somewhat satisfied,Disagree,Extremely helpful,8
1729,Male,55-64,AB,Bass-O-Matic,Neither satisfied nor dissatisfied,Very satisfied,Strongly disagree,Not so helpful,5
1730,Female,25-34,AB,Bass-O-Matic,Very dissatisfied,Very dissatisfied,Strongly disagree,Somewhat helpful,9
1731,Male,35-54,QC,Little Chocolate Donuts,Somewhat dissatisfied,Very dissatisfied,Agree,Not so helpful,3
1732,Female,25-34,BC,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat satisfied,Disagree,Very helpful,0
1733,Female,25-34,AB,Bass-O-Matic,Neither satisfied nor dissatisfied,Very satisfied,Disagree,Somewhat helpful,7
1734,Female,65+,ON,Bass-O-Matic,Very satisfied,Somewhat dissatisfied,Strongly agree,Very helpful,8
1735,Female,25-34,ON,Bass-O-Matic,Very dissatisfied,Very dissatisfied,Strongly agree,Somewhat helpful,8
1736,Male,25-34,QC,Bass-O-Matic,Very dissatisfied,Very satisfied,Neither agree nor disagree,Not at all helpful,7
1737,Female,65+,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat satisfied,Strongly disagree,Not at all helpful,4
